sea;area;tidal_zone;mareographic;size_class;year;percentage
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(17,18];2007;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(18,19];2007;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(19,20];2007;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(1,2];2008;51,7647058824
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(2,3];2008;27,8431372549
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(3,4];2008;4,7058823529
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(4,5];2008;1,1764705882
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(5,6];2008;1,568627451
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(6,7];2008;1,568627451
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(7,8];2008;2,3529411765
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(8,9];2008;1,1764705882
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(9,10];2008;2,7450980392
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(10,11];2008;2,3529411765
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(11,12];2008;1,9607843137
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(12,13];2008;0,3921568627
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(13,14];2008;0,3921568627
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(14,15];2008;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(15,16];2008;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(16,17];2008;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(17,18];2008;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(18,19];2008;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(19,20];2008;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(1,2];2009;2,9520295203
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(2,3];2009;14,7601476015
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(3,4];2009;16,6051660517
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(4,5];2009;19,1881918819
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(5,6];2009;11,4391143911
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(6,7];2009;11,4391143911
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(7,8];2009;7,0110701107
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(8,9];2009;4,7970479705
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(9,10];2009;2,2140221402
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(10,11];2009;3,3210332103
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(11,12];2009;2,9520295203
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(12,13];2009;1,8450184502
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(13,14];2009;1,1070110701
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(14,15];2009;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(15,16];2009;0,36900369
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(16,17];2009;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(17,18];2009;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(18,19];2009;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(19,20];2009;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(1,2];2010;2,7777777778
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(2,3];2010;11,6666666667
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(3,4];2010;11,6666666667
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(4,5];2010;10
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(5,6];2010;7,7777777778
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(6,7];2010;14,4444444444
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(7,8];2010;11,1111111111
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(8,9];2010;7,2222222222
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(9,10];2010;8,3333333333
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(10,11];2010;5
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(11,12];2010;3,8888888889
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(12,13];2010;2,7777777778
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(13,14];2010;2,2222222222
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(14,15];2010;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(15,16];2010;1,1111111111
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(16,17];2010;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(17,18];2010;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(18,19];2010;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(19,20];2010;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(1,2];2011;8,7301587302
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(2,3];2011;36,5079365079
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(3,4];2011;23,0158730159
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(4,5];2011;9,5238095238
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(5,6];2011;5,5555555556
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(6,7];2011;1,5873015873
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(7,8];2011;4,7619047619
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(8,9];2011;2,380952381
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(9,10];2011;0,7936507937
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(10,11];2011;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(11,12];2011;3,1746031746
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(12,13];2011;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(13,14];2011;0,7936507937
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(14,15];2011;2,380952381
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(15,16];2011;0,7936507937
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(16,17];2011;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(17,18];2011;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(18,19];2011;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(19,20];2011;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(1,2];2012;32,7485380117
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(2,3];2012;25,730994152
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(3,4];2012;15,2046783626
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(4,5];2012;15,2046783626
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(5,6];2012;3,5087719298
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(6,7];2012;2,9239766082
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(7,8];2012;0,5847953216
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(8,9];2012;1,1695906433
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(9,10];2012;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(10,11];2012;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(11,12];2012;0,5847953216
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(12,13];2012;1,7543859649
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(13,14];2012;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(14,15];2012;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(15,16];2012;0,5847953216
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(16,17];2012;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(17,18];2012;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(18,19];2012;0
White;Lomnishniy;hydrographical_datum;hydrographical_datum;(19,20];2012;0
White;YuG;hydrographical_datum;hydrographical_datum;(1,2];2001;7,9575596817
White;YuG;hydrographical_datum;hydrographical_datum;(2,3];2001;19,0981432361
White;YuG;hydrographical_datum;hydrographical_datum;(3,4];2001;20,9549071618
White;YuG;hydrographical_datum;hydrographical_datum;(4,5];2001;14,5888594164
White;YuG;hydrographical_datum;hydrographical_datum;(5,6];2001;10,875331565
White;YuG;hydrographical_datum;hydrographical_datum;(6,7];2001;12,9973474801
White;YuG;hydrographical_datum;hydrographical_datum;(7,8];2001;5,8355437666
White;YuG;hydrographical_datum;hydrographical_datum;(8,9];2001;5,3050397878
White;YuG;hydrographical_datum;hydrographical_datum;(9,10];2001;0,7957559682
White;YuG;hydrographical_datum;hydrographical_datum;(10,11];2001;0,5305039788
White;YuG;hydrographical_datum;hydrographical_datum;(11,12];2001;0,2652519894
White;YuG;hydrographical_datum;hydrographical_datum;(12,13];2001;0,2652519894
White;YuG;hydrographical_datum;hydrographical_datum;(13,14];2001;0,2652519894
White;YuG;hydrographical_datum;hydrographical_datum;(14,15];2001;0,2652519894
White;YuG;hydrographical_datum;hydrographical_datum;(15,16];2001;0
White;YuG;hydrographical_datum;hydrographical_datum;(16,17];2001;0
White;YuG;hydrographical_datum;hydrographical_datum;(17,18];2001;0
White;YuG;hydrographical_datum;hydrographical_datum;(18,19];2001;0
White;YuG;hydrographical_datum;hydrographical_datum;(19,20];2001;0
White;YuG;hydrographical_datum;hydrographical_datum;(1,2];2002;26,1755485893
White;YuG;hydrographical_datum;hydrographical_datum;(2,3];2002;18,0250783699
White;YuG;hydrographical_datum;hydrographical_datum;(3,4];2002;16,144200627
White;YuG;hydrographical_datum;hydrographical_datum;(4,5];2002;10,9717868339
White;YuG;hydrographical_datum;hydrographical_datum;(5,6];2002;8,3072100313
White;YuG;hydrographical_datum;hydrographical_datum;(6,7];2002;4,3887147335
White;YuG;hydrographical_datum;hydrographical_datum;(7,8];2002;4,7021943574
White;YuG;hydrographical_datum;hydrographical_datum;(8,9];2002;4,2319749216
White;YuG;hydrographical_datum;hydrographical_datum;(9,10];2002;3,2915360502
White;YuG;hydrographical_datum;hydrographical_datum;(10,11];2002;2,0376175549
White;YuG;hydrographical_datum;hydrographical_datum;(11,12];2002;0,7836990596
White;YuG;hydrographical_datum;hydrographical_datum;(12,13];2002;0,4702194357
White;YuG;hydrographical_datum;hydrographical_datum;(13,14];2002;0,1567398119
White;YuG;hydrographical_datum;hydrographical_datum;(14,15];2002;0,3134796238
White;YuG;hydrographical_datum;hydrographical_datum;(15,16];2002;0
White;YuG;hydrographical_datum;hydrographical_datum;(16,17];2002;0
White;YuG;hydrographical_datum;hydrographical_datum;(17,18];2002;0
White;YuG;hydrographical_datum;hydrographical_datum;(18,19];2002;0
White;YuG;hydrographical_datum;hydrographical_datum;(19,20];2002;0
White;YuG;hydrographical_datum;hydrographical_datum;(1,2];2003;33,5608646189
White;YuG;hydrographical_datum;hydrographical_datum;(2,3];2003;36,8600682594
White;YuG;hydrographical_datum;hydrographical_datum;(3,4];2003;12,8555176337
White;YuG;hydrographical_datum;hydrographical_datum;(4,5];2003;4,6643913538
White;YuG;hydrographical_datum;hydrographical_datum;(5,6];2003;2,04778157
White;YuG;hydrographical_datum;hydrographical_datum;(6,7];2003;3,0716723549
White;YuG;hydrographical_datum;hydrographical_datum;(7,8];2003;3,0716723549
White;YuG;hydrographical_datum;hydrographical_datum;(8,9];2003;1,2514220705
White;YuG;hydrographical_datum;hydrographical_datum;(9,10];2003;1,023890785
White;YuG;hydrographical_datum;hydrographical_datum;(10,11];2003;0,6825938567
White;YuG;hydrographical_datum;hydrographical_datum;(11,12];2003;0,4550625711
White;YuG;hydrographical_datum;hydrographical_datum;(12,13];2003;0,3412969283
White;YuG;hydrographical_datum;hydrographical_datum;(13,14];2003;0,1137656428
White;YuG;hydrographical_datum;hydrographical_datum;(14,15];2003;0
White;YuG;hydrographical_datum;hydrographical_datum;(15,16];2003;0
White;YuG;hydrographical_datum;hydrographical_datum;(16,17];2003;0
White;YuG;hydrographical_datum;hydrographical_datum;(17,18];2003;0
White;YuG;hydrographical_datum;hydrographical_datum;(18,19];2003;0
White;YuG;hydrographical_datum;hydrographical_datum;(19,20];2003;0
White;YuG;hydrographical_datum;hydrographical_datum;(1,2];2004;49,0952955368
White;YuG;hydrographical_datum;hydrographical_datum;(2,3];2004;22,4366706876
White;YuG;hydrographical_datum;hydrographical_datum;(3,4];2004;13,9927623643
White;YuG;hydrographical_datum;hydrographical_datum;(4,5];2004;9,1676718938
White;YuG;hydrographical_datum;hydrographical_datum;(5,6];2004;2,8950542823
White;YuG;hydrographical_datum;hydrographical_datum;(6,7];2004;2,0506634499
White;YuG;hydrographical_datum;hydrographical_datum;(7,8];2004;0,2412545235
White;YuG;hydrographical_datum;hydrographical_datum;(8,9];2004;0
White;YuG;hydrographical_datum;hydrographical_datum;(9,10];2004;0,1206272618
White;YuG;hydrographical_datum;hydrographical_datum;(10,11];2004;0
White;YuG;hydrographical_datum;hydrographical_datum;(11,12];2004;0
White;YuG;hydrographical_datum;hydrographical_datum;(12,13];2004;0
White;YuG;hydrographical_datum;hydrographical_datum;(13,14];2004;0
White;YuG;hydrographical_datum;hydrographical_datum;(14,15];2004;0
White;YuG;hydrographical_datum;hydrographical_datum;(15,16];2004;0
White;YuG;hydrographical_datum;hydrographical_datum;(16,17];2004;0
White;YuG;hydrographical_datum;hydrographical_datum;(17,18];2004;0
White;YuG;hydrographical_datum;hydrographical_datum;(18,19];2004;0
White;YuG;hydrographical_datum;hydrographical_datum;(19,20];2004;0
White;YuG;hydrographical_datum;hydrographical_datum;(1,2];2005;23,488372093
White;YuG;hydrographical_datum;hydrographical_datum;(2,3];2005;28,6046511628
White;YuG;hydrographical_datum;hydrographical_datum;(3,4];2005;22,7906976744
White;YuG;hydrographical_datum;hydrographical_datum;(4,5];2005;13,9534883721
White;YuG;hydrographical_datum;hydrographical_datum;(5,6];2005;7,4418604651
White;YuG;hydrographical_datum;hydrographical_datum;(6,7];2005;1,8604651163
White;YuG;hydrographical_datum;hydrographical_datum;(7,8];2005;0,9302325581
White;YuG;hydrographical_datum;hydrographical_datum;(8,9];2005;0,2325581395
White;YuG;hydrographical_datum;hydrographical_datum;(9,10];2005;0,4651162791
White;YuG;hydrographical_datum;hydrographical_datum;(10,11];2005;0,2325581395
White;YuG;hydrographical_datum;hydrographical_datum;(11,12];2005;0
White;YuG;hydrographical_datum;hydrographical_datum;(12,13];2005;0
White;YuG;hydrographical_datum;hydrographical_datum;(13,14];2005;0
White;YuG;hydrographical_datum;hydrographical_datum;(14,15];2005;0
White;YuG;hydrographical_datum;hydrographical_datum;(15,16];2005;0
White;YuG;hydrographical_datum;hydrographical_datum;(16,17];2005;0
White;YuG;hydrographical_datum;hydrographical_datum;(17,18];2005;0
White;YuG;hydrographical_datum;hydrographical_datum;(18,19];2005;0
White;YuG;hydrographical_datum;hydrographical_datum;(19,20];2005;0
White;YuG;hydrographical_datum;hydrographical_datum;(1,2];2006;22,2551928783
White;YuG;hydrographical_datum;hydrographical_datum;(2,3];2006;30,5637982196
White;YuG;hydrographical_datum;hydrographical_datum;(3,4];2006;27,8931750742
White;YuG;hydrographical_datum;hydrographical_datum;(4,5];2006;12,7596439169
White;YuG;hydrographical_datum;hydrographical_datum;(5,6];2006;5,0445103858
White;YuG;hydrographical_datum;hydrographical_datum;(6,7];2006;0,8902077151
White;YuG;hydrographical_datum;hydrographical_datum;(7,8];2006;0
White;YuG;hydrographical_datum;hydrographical_datum;(8,9];2006;0,296735905
White;YuG;hydrographical_datum;hydrographical_datum;(9,10];2006;0,296735905
White;YuG;hydrographical_datum;hydrographical_datum;(10,11];2006;0
White;YuG;hydrographical_datum;hydrographical_datum;(11,12];2006;0
White;YuG;hydrographical_datum;hydrographical_datum;(12,13];2006;0
White;YuG;hydrographical_datum;hydrographical_datum;(13,14];2006;0
White;YuG;hydrographical_datum;hydrographical_datum;(14,15];2006;0
White;YuG;hydrographical_datum;hydrographical_datum;(15,16];2006;0
White;YuG;hydrographical_datum;hydrographical_datum;(16,17];2006;0
White;YuG;hydrographical_datum;hydrographical_datum;(17,18];2006;0
White;YuG;hydrographical_datum;hydrographical_datum;(18,19];2006;0
White;YuG;hydrographical_datum;hydrographical_datum;(19,20];2006;0
White;YuG;hydrographical_datum;hydrographical_datum;(1,2];2007;57,9320113314
White;YuG;hydrographical_datum;hydrographical_datum;(2,3];2007;12,8895184136
White;YuG;hydrographical_datum;hydrographical_datum;(3,4];2007;8,6402266289
White;YuG;hydrographical_datum;hydrographical_datum;(4,5];2007;8,3569405099
White;YuG;hydrographical_datum;hydrographical_datum;(5,6];2007;6,2322946176
White;YuG;hydrographical_datum;hydrographical_datum;(6,7];2007;3,2577903683
White;YuG;hydrographical_datum;hydrographical_datum;(7,8];2007;1,1331444759
White;YuG;hydrographical_datum;hydrographical_datum;(8,9];2007;0,566572238
White;YuG;hydrographical_datum;hydrographical_datum;(9,10];2007;0,7082152975
White;YuG;hydrographical_datum;hydrographical_datum;(10,11];2007;0,283286119
White;YuG;hydrographical_datum;hydrographical_datum;(11,12];2007;0
White;YuG;hydrographical_datum;hydrographical_datum;(12,13];2007;0
White;YuG;hydrographical_datum;hydrographical_datum;(13,14];2007;0
White;YuG;hydrographical_datum;hydrographical_datum;(14,15];2007;0
White;YuG;hydrographical_datum;hydrographical_datum;(15,16];2007;0
White;YuG;hydrographical_datum;hydrographical_datum;(16,17];2007;0
White;YuG;hydrographical_datum;hydrographical_datum;(17,18];2007;0
White;YuG;hydrographical_datum;hydrographical_datum;(18,19];2007;0
White;YuG;hydrographical_datum;hydrographical_datum;(19,20];2007;0
White;YuG;hydrographical_datum;hydrographical_datum;(1,2];2008;37,2384937238
White;YuG;hydrographical_datum;hydrographical_datum;(2,3];2008;19,8744769874
White;YuG;hydrographical_datum;hydrographical_datum;(3,4];2008;12,3430962343
White;YuG;hydrographical_datum;hydrographical_datum;(4,5];2008;8,9958158996
White;YuG;hydrographical_datum;hydrographical_datum;(5,6];2008;9,4142259414
White;YuG;hydrographical_datum;hydrographical_datum;(6,7];2008;2,9288702929
White;YuG;hydrographical_datum;hydrographical_datum;(7,8];2008;4,8117154812
White;YuG;hydrographical_datum;hydrographical_datum;(8,9];2008;2,3012552301
White;YuG;hydrographical_datum;hydrographical_datum;(9,10];2008;1,2552301255
White;YuG;hydrographical_datum;hydrographical_datum;(10,11];2008;0,6276150628
White;YuG;hydrographical_datum;hydrographical_datum;(11,12];2008;0,2092050209
White;YuG;hydrographical_datum;hydrographical_datum;(12,13];2008;0
White;YuG;hydrographical_datum;hydrographical_datum;(13,14];2008;0
White;YuG;hydrographical_datum;hydrographical_datum;(14,15];2008;0
White;YuG;hydrographical_datum;hydrographical_datum;(15,16];2008;0
White;YuG;hydrographical_datum;hydrographical_datum;(16,17];2008;0
White;YuG;hydrographical_datum;hydrographical_datum;(17,18];2008;0
White;YuG;hydrographical_datum;hydrographical_datum;(18,19];2008;0
White;YuG;hydrographical_datum;hydrographical_datum;(19,20];2008;0
White;YuG;hydrographical_datum;hydrographical_datum;(1,2];2009;32,6203208556
White;YuG;hydrographical_datum;hydrographical_datum;(2,3];2009;12,8342245989
White;YuG;hydrographical_datum;hydrographical_datum;(3,4];2009;8,0213903743
White;YuG;hydrographical_datum;hydrographical_datum;(4,5];2009;8,9126559715
White;YuG;hydrographical_datum;hydrographical_datum;(5,6];2009;9,0909090909
White;YuG;hydrographical_datum;hydrographical_datum;(6,7];2009;6,4171122995
White;YuG;hydrographical_datum;hydrographical_datum;(7,8];2009;8,1996434938
White;YuG;hydrographical_datum;hydrographical_datum;(8,9];2009;3,743315508
White;YuG;hydrographical_datum;hydrographical_datum;(9,10];2009;3,2085561497
White;YuG;hydrographical_datum;hydrographical_datum;(10,11];2009;2,495543672
White;YuG;hydrographical_datum;hydrographical_datum;(11,12];2009;1,247771836
White;YuG;hydrographical_datum;hydrographical_datum;(12,13];2009;0,8912655971
White;YuG;hydrographical_datum;hydrographical_datum;(13,14];2009;1,7825311943
White;YuG;hydrographical_datum;hydrographical_datum;(14,15];2009;0
White;YuG;hydrographical_datum;hydrographical_datum;(15,16];2009;0,5347593583
White;YuG;hydrographical_datum;hydrographical_datum;(16,17];2009;0
White;YuG;hydrographical_datum;hydrographical_datum;(17,18];2009;0
White;YuG;hydrographical_datum;hydrographical_datum;(18,19];2009;0
White;YuG;hydrographical_datum;hydrographical_datum;(19,20];2009;0
White;YuG;hydrographical_datum;hydrographical_datum;(1,2];2010;21,1143695015
White;YuG;hydrographical_datum;hydrographical_datum;(2,3];2010;16,42228739
White;YuG;hydrographical_datum;hydrographical_datum;(3,4];2010;10,8504398827
