Location;Year;Core;Species
South;2001;4;Hydrobia ulvae
South;2001;4;Halicryptus spinulosus
South;2001;4;Fabricia sabella
South;2001;4;Scoloplos armiger
South;2001;4;Tubificoides benedeni
South;2001;4;Clitellio arenarius
South;2001;4;Pygospio elegans
South;2001;4;Polydora quadrilobata
South;2001;4;Eteone longa
South;2001;5;Scoloplos armiger
South;2001;5;Halicryptus spinulosus
South;2001;5;Travisia forbesii
South;2001;5;Polydora quadrilobata
South;2001;5;Eteone longa
South;2001;5;Hydrobia ulvae
South;2001;5;Littorina saxatilis
South;2001;6;Hydrobia ulvae
South;2001;6;Scoloplos armiger
South;2001;6;Polydora quadrilobata
South;2001;6;Travisia forbesii
South;2001;6;Arenicola marina
South;2001;7;Tubificoides benedeni
South;2001;7;Hydrobia ulvae
South;2001;7;Eteone longa
South;2001;7;Harmathoe imbricata
South;2001;7;Polydora quadrilobata
South;2001;7;Capitella capitata
South;2001;7;Fabricia sabella
South;2001;7;Pygospio elegans
South;2001;7;Scoloplos armiger
South;2001;7;Phyllodoce groenlandica
South;2001;8;Scoloplos armiger
South;2001;8;Littorina littorea
South;2001;8;Hydrobia ulvae
South;2001;8;Arenicola marina
South;2001;8;Capitella capitata
South;2001;8;Eteone longa
South;2001;8;Tubificoides benedeni
South;2001;8;Nemertini indet.
South;2001;8;Polydora quadrilobata
South;2001;8;Fabricia sabella
South;2001;8;Phyllodoce groenlandica
South;2001;8;Micronephthys minuta
South;2001;8;Pygospio elegans
South;2001;9;Travisia forbesii
South;2001;9;Scoloplos armiger
South;2001;9;Arenicola marina
South;2001;9;Hydrobia ulvae
South;2001;9;Eteone longa
South;2001;9;Microspio sp.
South;2001;9;Halicryptus spinulosus
South;2001;9;Polydora quadrilobata
South;2001;10;Hydrobia ulvae
South;2001;10;Halicryptus spinulosus
South;2001;10;Scoloplos armiger
South;2001;10;Diastylis sulcata
South;2001;10;Tubificoides benedeni
South;2001;10;Pygospio elegans
South;2001;11;Halicryptus spinulosus
South;2001;11;Scoloplos armiger
South;2001;11;Littorina saxatilis
South;2001;11;Diastylis sulcata
South;2001;11;Hydrobia ulvae
South;2001;11;Capitella capitata
South;2001;12;Scoloplos armiger
South;2001;12;Pygospio elegans
South;2001;12;Microspio sp.
South;2001;12;Littorina obtusata
South;2001;12;Hydrobia ulvae
South;2001;12;Eteone longa
South;2001;13;Cylichna occulta
South;2001;13;Hydrobia ulvae
South;2001;13;Scoloplos armiger
South;2001;13;Pygospio elegans
South;2001;14;Hydrobia ulvae
South;2001;14;Nemertini indet.
South;2001;14;Scoloplos armiger
South;2001;14;Pygospio elegans
South;2001;14;Travisia forbesii
South;2001;14;Polydora quadrilobata
South;2001;14;Eteone longa
South;2001;14;Microspio sp.
South;2001;15;Hydrobia ulvae
South;2001;15;Scoloplos armiger
South;2001;15;Arenicola marina
South;2001;15;Polydora quadrilobata
South;2001;15;Pygospio elegans
South;2001;15;Travisia forbesii
South;2001;15;Eteone longa
South;2001;15;Littorina saxatilis
South;2001;15;Clitellio arenarius
South;2001;15;Microspio sp.
South;2002;1;Halicryptus spinulosus
South;2002;1;Travisia forbesii
South;2002;1;Scoloplos armiger
South;2002;1;Eteone longa
South;2002;1;Microspio sp.
South;2002;1;Tubificoides benedeni
South;2002;1;Capitella capitata
South;2002;1;Hydrobia ulvae
South;2002;2;Hydrobia ulvae
South;2002;2;Nemertini indet.
South;2002;2;Halicryptus spinulosus
South;2002;2;Scoloplos armiger
South;2002;2;Phyllodoce groenlandica
South;2002;2;Tubificoides benedeni
South;2002;2;Microspio sp.
South;2002;2;Capitella capitata
South;2002;2;Eteone longa
South;2002;3;Hydrobia ulvae
South;2002;3;Scoloplos armiger
South;2002;3;Tubificoides benedeni
South;2002;3;Eteone longa
South;2002;3;Capitella capitata
South;2002;4;Eteone longa
South;2002;4;Microspio sp.
South;2002;4;Scoloplos armiger
South;2002;4;Tubificoides benedeni
South;2002;4;Travisia forbesii
South;2002;4;Hydrobia ulvae
South;2002;5;Hydrobia ulvae
South;2002;5;Scoloplos armiger
South;2002;5;Eteone longa
South;2002;5;Microspio sp.
South;2002;5;Nemertini indet.
South;2002;6;Tubificoides benedeni
South;2002;6;Hydrobia ulvae
South;2002;6;Halocladius vitripennis
South;2002;6;Scoloplos armiger
South;2002;6;Microspio sp.
South;2002;6;Eteone longa
South;2002;6;Capitella capitata
South;2002;6;Fabricia sabella
South;2002;7;Hydrobia ulvae
South;2002;7;Scoloplos armiger
South;2002;7;Phyllodoce groenlandica
South;2002;7;Microspio sp.
South;2002;7;Eteone longa
South;2002;7;Nemertini indet.
South;2002;8;Diastylis sulcata
South;2002;8;Eteone longa
South;2002;8;Nemertini indet.
South;2002;8;Scoloplos armiger
South;2002;8;Phyllodoce groenlandica
South;2002;8;Microspio sp.
South;2002;8;Monoculoides sp.
South;2002;9;Hydrobia ulvae
South;2002;9;Littorina obtusata
South;2002;9;Littorina saxatilis
South;2002;9;Scoloplos armiger
South;2002;9;Microspio sp.
South;2002;9;Eteone longa
South;2002;9;Arenicola marina
South;2002;10;Nemertini indet.
South;2002;10;Tubificoides benedeni
South;2002;10;Hydrobia ulvae
South;2002;10;Travisia forbesii
South;2002;10;Scoloplos armiger
South;2002;10;Eteone longa
South;2002;10;Phyllodoce groenlandica
South;2002;10;Microspio sp.
South;2002;11;Hydrobia ulvae
South;2002;11;Scoloplos armiger
South;2002;11;Microspio sp.
South;2002;11;Eteone longa
South;2002;12;Hydrobia ulvae
South;2002;12;Eteone longa
South;2002;12;Microspio sp.
South;2002;13;Hydrobia ulvae
South;2002;13;Phyllodoce groenlandica
South;2002;13;Scoloplos armiger
South;2002;13;Eteone longa
South;2002;13;Microspio sp.
South;2002;14;Hydrobia ulvae
South;2002;14;Scoloplos armiger
South;2002;14;Eteone longa
South;2002;14;Microspio sp.
South;2002;15;Hydrobia ulvae
South;2002;15;Scoloplos armiger
South;2002;15;Microspio sp.
South;2002;15;Eteone longa
South;2002;15;Tubificoides benedeni
South;2002;15;Nemertini indet.
South;2002;16;Hydrobia ulvae
South;2002;16;Scoloplos armiger
South;2002;16;Eteone longa
South;2002;16;Microspio sp.
South;2003;1;Hydrobia ulvae
South;2003;1;Scoloplos armiger
South;2003;1;Eteone longa
South;2003;1;Scalibregma inflatum
South;2003;1;Polydora quadrilobata
South;2003;1;Nemertini indet.
South;2003;1;Arenicola marina
South;2003;2;Monoculoides sp.
South;2003;2;Hydrobia ulvae
South;2003;2;Eteone longa
South;2003;2;Scoloplos armiger
South;2003;2;Microspio sp.
South;2003;2;Polydora quadrilobata
South;2003;2;Arenicola marina
South;2003;2;Pygospio elegans
South;2003;2;Tubifex costatus
South;2003;3;Hydrobia ulvae
South;2003;3;Travisia forbesii
South;2003;3;Monoculoides sp.
South;2003;3;Microspio sp.
South;2003;3;Capitella capitata
South;2003;3;Arenicola marina
South;2003;3;Polydora quadrilobata
South;2003;3;Eteone longa
South;2003;3;Nemertini indet.
South;2003;3;Tubifex costatus
South;2003;4;Hydrobia ulvae
South;2003;4;Scoloplos armiger
South;2003;4;Eteone longa
South;2003;4;Pygospio elegans
South;2003;4;Microspio sp.
South;2003;4;Polydora quadrilobata
South;2003;4;Tubifex costatus
South;2003;4;Phyllodoce groenlandica
South;2003;5;Fabricia sabella
South;2003;5;Microspio sp.
South;2003;5;Phyllodoce groenlandica
South;2003;5;Arenicola marina
South;2003;5;Travisia forbesii
South;2003;5;Halicryptus spinulosus
South;2003;5;Scoloplos armiger
South;2003;5;Nemertini indet.
South;2003;5;Littorina saxatilis
South;2003;5;Littorina obtusata
South;2003;5;Hydrobia ulvae
South;2003;5;Littorina littorea
South;2003;6;Hydrobia ulvae
South;2003;6;Phyllodoce groenlandica
South;2003;6;Scoloplos armiger
South;2003;6;Eteone longa
South;2003;6;Microspio sp.
South;2003;6;Travisia forbesii
South;2003;6;Arenicola marina
South;2003;6;Polydora quadrilobata
South;2003;7;Eteone longa
South;2003;7;Phyllodoce groenlandica
South;2003;7;Travisia forbesii
South;2003;7;Microspio sp.
South;2003;7;Polydora quadrilobata
South;2003;7;Fabricia sabella
South;2003;7;Scoloplos armiger
South;2003;7;Pygospio elegans
South;2003;8;Arenicola marina
South;2003;8;Microspio sp.
South;2003;8;Tubificoides benedeni
South;2003;8;Spionidae gen. sp.
South;2003;8;Hydrobia ulvae
South;2003;8;Capitella capitata
South;2003;8;Scoloplos armiger
South;2003;8;Eteone longa
South;2003;8;Nemertini indet.
South;2003;9;Hydrobia ulvae
South;2003;9;Microspio sp.
South;2003;9;Scoloplos armiger
South;2003;9;Eteone longa
South;2003;9;Tubificoides benedeni
South;2003;9;Fabricia sabella
South;2003;9;Polydora quadrilobata
South;2003;9;Pygospio elegans
South;2003;9;Monoculoides sp.
South;2003;10;Littorina littorea
South;2003;10;Microspio sp.
South;2003;10;Hydrobia ulvae
South;2003;10;Phyllodoce groenlandica
South;2003;10;Nemertini indet.
South;2003;10;Eteone longa
South;2003;10;Travisia forbesii
South;2003;10;Scoloplos armiger
South;2003;10;Pygospio elegans
South;2003;11;Hydrobia ulvae
South;2003;11;Travisia forbesii
South;2003;11;Phyllodoce groenlandica
South;2003;11;Scoloplos armiger
South;2003;11;Microspio sp.
South;2003;11;Eteone longa
South;2003;11;Polydora quadrilobata
South;2003;11;Scalibregma inflatum
South;2003;12;Polydora quadrilobata
South;2003;12;Tubificoides benedeni
South;2003;12;Microspio sp.
South;2003;12;Arenicola marina
South;2003;12;Capitella capitata
South;2003;12;Scoloplos armiger
South;2003;12;Eteone longa
South;2003;12;Hydrobia ulvae
South;2003;13;Hydrobia ulvae
South;2003;13;Nemertini indet.
South;2003;13;Scoloplos armiger
South;2003;13;Eteone longa
South;2003;13;Microspio sp.
South;2003;13;Capitella capitata
South;2003;13;Polydora quadrilobata
South;2003;13;Tubificoides benedeni
South;2003;14;Littorina obtusata
South;2003;14;Hydrobia ulvae
South;2003;14;Scoloplos armiger
South;2003;14;Eteone longa
South;2003;14;Microspio sp.
South;2003;14;Nemertini indet.
South;2003;14;Polydora quadrilobata
South;2003;14;Tubificoides benedeni
South;2003;14;Pygospio elegans
South;2003;14;Capitella capitata
South;2003;14;Arenicola marina
South;2003;15;Hydrobia ulvae
South;2003;15;Halicryptus spinulosus
South;2003;15;Phyllodoce groenlandica
South;2003;15;Scoloplos armiger
South;2003;15;Microspio sp.
South;2003;15;Eteone longa
South;2004;1;Travisia forbesii
South;2004;1;Nemertini indet.
South;2004;1;Hydrobia ulvae
South;2004;1;Scoloplos armiger
South;2004;1;Eteone longa
South;2004;1;Polydora quadrilobata
South;2004;1;Fabricia sabella
South;2004;1;Capitella capitata
South;2004;1;Pygospio elegans
South;2004;1;Microspio sp.
South;2004;1;Tubificoides benedeni
South;2004;2;Hydrobia ulvae
South;2004;2;Eteone longa
South;2004;2;Pygospio elegans
South;2004;2;Scoloplos armiger
South;2004;2;Tubificoides benedeni
South;2004;3;Eteone longa
South;2004;3;Scoloplos armiger
South;2004;3;Polydora quadrilobata
South;2004;3;Pygospio elegans
South;2004;3;Capitella capitata
South;2004;3;Tubificoides benedeni
South;2004;3;Microspio sp.
South;2004;4;Hydrobia ulvae
South;2004;4;Polydora quadrilobata
South;2004;4;Capitella capitata
South;2004;4;Microspio sp.
South;2004;4;Scoloplos armiger
South;2004;4;Eteone longa
South;2004;4;Pygospio elegans
South;2004;5;Hydrobia ulvae
South;2004;5;Travisia forbesii
South;2004;5;Halicryptus spinulosus
South;2004;5;Eteone longa
South;2004;5;Scoloplos armiger
South;2004;5;Polydora quadrilobata
South;2004;5;Tubificoides benedeni
South;2004;5;Pygospio elegans
South;2004;5;Phyllodoce groenlandica
South;2004;5;Arenicola marina
South;2004;6;Cylichna occulta
South;2004;6;Pygospio elegans
South;2004;6;Tubificoides benedeni
South;2004;6;Scoloplos armiger
South;2004;6;Hydrobia ulvae
South;2004;6;Eteone longa
South;2004;6;Phyllodoce groenlandica
South;2004;6;Arenicola marina
South;2004;6;Travisia forbesii
South;2004;6;Fabricia sabella
South;2004;7;Travisia forbesii
South;2004;7;Scoloplos armiger
South;2004;7;Eteone longa
South;2004;7;Polydora quadrilobata
South;2004;7;Hydrobia ulvae
South;2004;8;Cylichna occulta
South;2004;8;Halicryptus spinulosus
South;2004;8;Travisia forbesii
South;2004;8;Hydrobia ulvae
South;2004;8;Diastylis sulcata
South;2004;8;Nemertini indet.
South;2004;8;Microspio sp.
South;2004;8;Polydora quadrilobata
South;2004;8;Arenicola marina
South;2004;8;Capitella capitata
South;2004;8;Scoloplos armiger
South;2004;8;Eteone longa
South;2004;8;Phyllodoce groenlandica
South;2004;8;Tubificoides benedeni
South;2004;8;Corophium bonelli
South;2004;9;Travisia forbesii
South;2004;9;Scoloplos armiger
South;2004;9;Eteone longa
South;2004;9;Tubificoides benedeni
South;2004;9;Capitella capitata
South;2004;9;Microspio sp.
South;2004;10;Fabricia sabella
South;2004;10;Eteone longa
South;2004;10;Phyllodoce groenlandica
South;2004;10;Scoloplos armiger
South;2004;10;Arenicola marina
South;2004;10;Polydora quadrilobata
South;2004;11;Nemertini indet.
South;2004;11;Travisia forbesii
South;2004;11;Eteone longa
South;2004;11;Scoloplos armiger
South;2004;11;Phyllodoce groenlandica
South;2004;11;Tubifex costatus
South;2004;11;Hydrobia ulvae
South;2004;11;Capitella capitata
South;2004;12;Hydrobia ulvae
South;2004;12;Pygospio elegans
South;2004;12;Microspio sp.
South;2004;12;Travisia forbesii
South;2004;12;Phyllodoce groenlandica
South;2004;12;Scoloplos armiger
South;2004;12;Polydora quadrilobata
South;2004;12;Eteone longa
South;2004;13;Halicryptus spinulosus
South;2004;13;Travisia forbesii
South;2004;13;Hydrobia ulvae
South;2004;13;Scoloplos armiger
South;2004;13;Eteone longa
South;2004;13;Polydora quadrilobata
South;2004;13;Phyllodoce groenlandica
South;2004;13;Tubificoides benedeni
South;2004;13;Capitella capitata
South;2004;13;Microspio sp.
South;2004;13;Fabricia sabella
South;2005;1;Scoloplos armiger
South;2005;1;Pygospio elegans
South;2005;1;Microspio sp.
South;2005;1;Travisia forbesii
South;2005;1;Hydrobia ulvae
South;2005;1;Cladophora sericea
South;2005;2;Phyllodoce groenlandica
South;2005;2;Eteone longa
South;2005;2;Scoloplos armiger
South;2005;2;Hydrobia ulvae
South;2005;3;Phyllodoce groenlandica
South;2005;3;Eteone longa
South;2005;3;Scoloplos armiger
South;2005;3;Polydora quadrilobata
South;2005;3;Pygospio elegans
South;2005;3;Capitella capitata
South;2005;3;Crangon crangon
South;2005;3;Littorina saxatilis
South;2005;3;Hydrobia ulvae
South;2005;4;Scoloplos armiger
South;2005;4;Tubifex costatus
South;2005;4;Microspio sp.
South;2005;4;Capitella capitata
South;2005;4;Tubificoides benedeni
South;2005;4;Travisia forbesii
South;2005;4;Hydrobia ulvae
South;2005;5;Eteone longa
South;2005;5;Pygospio elegans
South;2005;5;Scoloplos armiger
South;2005;5;Monoculoides sp.
South;2005;5;Dolichopodidae gen. sp.
South;2005;5;Hydrobia ulvae
South;2005;6;Nemertini indet.
South;2005;6;Eteone longa
South;2005;6;Scoloplos armiger
South;2005;6;Pygospio elegans
South;2005;6;Microspio sp.
South;2005;6;Hydrobia ulvae
South;2005;7;Nemertini indet.
South;2005;7;Scoloplos armiger
South;2005;7;Pygospio elegans
South;2005;7;Microspio sp.
South;2005;7;Hydrobia ulvae
South;2005;8;Nemertini indet.
South;2005;8;Eteone longa
South;2005;8;Scoloplos armiger
South;2005;8;Pygospio elegans
South;2005;8;Microspio sp.
South;2005;8;Phyllodoce groenlandica
South;2005;8;Hydrobia ulvae
South;2005;9;Halicryptus spinulosus
South;2005;9;Nemertini indet.
South;2005;9;Eteone longa
South;2005;9;Polydora quadrilobata
South;2005;9;Scoloplos armiger
South;2005;9;Fabricia sabella
South;2005;9;Travisia forbesii
South;2005;9;Pygospio elegans
South;2005;9;Enchytraeidae gen. sp.
South;2005;9;Hydrobia ulvae
South;2005;9;Zostera marina
South;2005;10;Nemertini indet.
South;2005;10;Halicryptus spinulosus
South;2005;10;Eteone longa
South;2005;10;Scoloplos armiger
South;2005;10;Microspio sp.
South;2005;10;Pygospio elegans
South;2005;10;Travisia forbesii
South;2005;10;Hydrobia ulvae
South;2005;11;Scoloplos armiger
South;2005;11;Hydrobia ulvae
South;2005;11;Tubificoides benedeni
South;2005;12;Eteone longa
South;2005;12;Microspio sp.
South;2005;12;Scoloplos armiger
South;2005;12;Hydrobia ulvae
South;2005;13;Eteone longa
South;2005;13;Scoloplos armiger
South;2005;13;Microspio sp.
South;2005;13;Hydrobia ulvae
South;2005;14;Nemertini indet.
South;2005;14;Tubificoides benedeni
South;2005;14;Eteone longa
South;2005;14;Pygospio elegans
South;2005;14;Scoloplos armiger
South;2005;14;Hydrobia ulvae
South;2005;15;Tubificoides benedeni
South;2005;15;Phyllodoce groenlandica
South;2005;15;Eteone longa
South;2005;15;Scoloplos armiger
South;2005;15;Pygospio elegans
South;2005;15;Travisia forbesii
South;2005;15;Hydrobia ulvae
South;2006;1;Pygospio elegans
South;2006;1;Scoloplos armiger
South;2006;1;Eteone longa
South;2006;2;Hydrobia ulvae
South;2006;2;Littorina saxatilis
South;2006;2;Scoloplos armiger
South;2006;2;Arenicola marina
South;2006;3;Eteone longa
South;2006;3;Pygospio elegans
South;2006;3;Nemertini indet.
South;2006;3;Scoloplos armiger
South;2006;3;Halicryptus spinulosus
South;2006;3;Tubificoides benedeni
South;2006;3;Littorina saxatilis
South;2006;4;Scoloplos armiger
South;2006;4;Hydrobia ulvae
South;2006;4;Eteone longa
South;2006;4;Pygospio elegans
South;2006;4;Arenicola marina
South;2006;5;Arenicola marina
South;2006;5;Scoloplos armiger
South;2006;5;Nemertini indet.
South;2006;5;Tubifex costatus
South;2006;6;Crangon crangon
South;2006;6;Hydrobia ulvae
South;2006;6;Eteone longa
South;2006;6;Scoloplos armiger
South;2006;6;Pygospio elegans
South;2006;6;Travisia forbesii
South;2006;7;Travisia forbesii
South;2006;7;Nemertini indet.
South;2006;7;Scoloplos armiger
South;2006;7;Eteone longa
South;2006;7;Pygospio elegans
South;2006;7;Arenicola marina
South;2006;8;Pygospio elegans
South;2006;8;Scoloplos armiger
South;2006;8;Hydrobia ulvae
South;2006;8;Nemertini indet.
South;2006;8;Arenicola marina
South;2006;8;Polydora quadrilobata
South;2006;8;Tubificoides benedeni
South;2006;8;Littorina saxatilis
South;2006;9;Scoloplos armiger
South;2006;9;Eteone longa
South;2006;9;Pygospio elegans
South;2006;9;Arenicola marina
South;2006;9;Hydrobia ulvae
South;2006;10;Halicryptus spinulosus
South;2006;10;Scoloplos armiger
South;2006;10;Eteone longa
South;2006;10;Fabricia sabella
South;2006;10;Polydora quadrilobata
South;2006;11;Phyllodoce groenlandica
South;2006;11;Scoloplos armiger
South;2006;11;Arenicola marina
South;2006;11;Tubificoides benedeni
South;2006;11;Nemertini indet.
South;2006;11;Eteone longa
South;2006;12;Polydora quadrilobata
South;2006;12;Pygospio elegans
South;2006;12;Arenicola marina
South;2006;12;Phyllodoce groenlandica
South;2006;12;Eteone longa
South;2006;12;Hydrobia ulvae
South;2007;1;Scoloplos armiger
South;2007;1;Monoculoides sp.
South;2007;1;Microspio sp.
South;2007;1;Polydora quadrilobata
South;2007;1;Pygospio elegans
South;2007;1;Eteone longa
South;2007;1;Phyllodoce groenlandica
South;2007;1;Hydrobia ulvae
South;2007;2;Scoloplos armiger
South;2007;2;Polydora quadrilobata
South;2007;2;Microspio sp.
South;2007;2;Nemertini indet.
South;2007;2;Eteone longa
South;2007;2;Monoculoides sp.
South;2007;2;Clitellio arenarius
South;2007;2;Hydrobia ulvae
South;2007;3;Monoculoides sp.
South;2007;3;Hydrobia ulvae
South;2007;3;Scoloplos armiger
South;2007;3;Polydora quadrilobata
South;2007;3;Phyllodoce groenlandica
South;2007;3;Nemertini indet.
South;2007;3;Clitellio arenarius
South;2007;3;Tubificoides benedeni
South;2007;3;Nephthys sp.
South;2007;4;Hydrobia ulvae
South;2007;4;Monoculoides sp.
South;2007;4;Microspio sp.
South;2007;4;Epheria vincta
South;2007;4;Polydora quadrilobata
South;2007;4;Eteone longa
South;2007;4;Phyllodoce groenlandica
South;2007;4;Polydora quadrilobata
South;2007;4;Capitella capitata
South;2007;4;Scoloplos armiger
South;2007;5;Hydrobia ulvae
South;2007;5;Nemertini indet.
South;2007;5;Polydora quadrilobata
South;2007;5;Monoculoides sp.
South;2007;5;Scoloplos armiger
South;2007;5;Eteone longa
South;2007;5;Microspio sp.
South;2007;5;Clitellio arenarius
South;2007;6;Scoloplos armiger
South;2007;6;Fabricia sabella
South;2007;6;Monoculoides sp.
South;2007;6;Capitella capitata
South;2007;6;Polydora quadrilobata
South;2007;6;Tubificoides benedeni
South;2007;6;Clitellio arenarius
South;2007;6;Hydrobia ulvae
South;2007;7;Scoloplos armiger
South;2007;7;Polydora quadrilobata
South;2007;7;Eteone longa
South;2007;7;Microspio sp.
South;2007;7;Monoculoides sp.
South;2007;7;Hydrobia ulvae
South;2007;7;Phyllodoce groenlandica
South;2007;8;Microspio sp.
South;2007;8;Polydora quadrilobata
South;2007;8;Clitellio arenarius
South;2007;8;Eteone longa
South;2007;9;Corophium bonelli
South;2007;9;Scoloplos armiger
South;2007;9;Nemertini indet.
South;2007;9;Microspio sp.
South;2007;9;Polydora quadrilobata
South;2007;9;Eteone longa
South;2007;9;Hydrobia ulvae
South;2007;9;Clitellio arenarius
South;2007;10;Hydrobia ulvae
South;2007;10;Scoloplos armiger
South;2007;10;Eteone longa
South;2007;10;Microspio sp.
South;2007;11;Eteone longa
South;2007;11;Scoloplos armiger
South;2007;11;Polydora quadrilobata
South;2007;11;Microspio sp.
South;2007;11;Nemertini indet.
South;2007;11;Hydrobia ulvae
South;2007;11;Gammarus sp.
South;2007;12;Hydrobia ulvae
South;2007;12;Scoloplos armiger
South;2007;12;Eteone longa
South;2007;12;Fabricia sabella
South;2007;13;Eteone longa
South;2007;13;Spio filicornis
South;2007;13;Polydora quadrilobata
South;2007;13;Tubificoides benedeni
South;2007;13;Chironomidae gen. sp. larv.
South;2007;13;Microspio sp.
South;2007;13;Hydrobia ulvae
South;2007;14;Travisia forbesii
South;2007;14;Eteone longa
South;2007;14;Polydora quadrilobata
South;2007;14;Microspio sp.
South;2007;14;Scoloplos armiger
South;2007;14;Hydrobia ulvae
South;2007;14;Clitellio arenarius
South;2007;15;Hydrobia ulvae
South;2007;15;Littorina littorea
South;2007;15;Travisia forbesii
South;2007;15;Corophium bonelli
South;2007;15;Eteone longa
South;2007;15;Scoloplos armiger
South;2007;15;Pygospio elegans
South;2007;15;Microspio sp.
South;2007;15;Nemertini indet.
South;2008;1;Hydrobia ulvae
South;2008;1;Scoloplos armiger
South;2008;1;Corophium bonelli
South;2008;1;Polydora quadrilobata
South;2008;1;Nemertini indet.
South;2008;2;Hydrobia ulvae
South;2008;2;Nemertini indet.
South;2008;2;Pygospio elegans
South;2008;2;Corophium bonelli
South;2008;2;Microspio sp.
South;2008;2;Littorina saxatilis
South;2008;3;Halicryptus spinulosus
South;2008;3;Nemertini indet.
South;2008;3;Scoloplos armiger
South;2008;3;Polydora quadrilobata
South;2008;3;Pygospio elegans
South;2008;3;Hydrobia ulvae
South;2008;3;Littorina saxatilis
South;2008;3;Tubificoides benedeni
South;2008;4;Scoloplos armiger
South;2008;4;Nemertini indet.
South;2008;4;Spio filicornis
South;2008;4;Polydora quadrilobata
South;2008;4;Pygospio elegans
South;2008;4;Phyllodoce groenlandica
South;2008;4;Hydrobia ulvae
South;2008;4;Corophium bonelli
South;2008;5;Hydrobia ulvae
South;2008;5;Scoloplos armiger
South;2008;5;Eteone longa
South;2008;5;Pygospio elegans
South;2008;5;Tubificoides benedeni
South;2008;5;Nemertini indet.
South;2008;5;Halicryptus spinulosus
South;2008;5;Polydora quadrilobata
South;2008;6;Hydrobia ulvae
South;2008;6;Tubificoides benedeni
South;2008;6;Eteone longa
South;2008;6;Polydora quadrilobata
South;2008;6;Scoloplos armiger
South;2008;6;Pygospio elegans
South;2008;6;Nemertini indet.
South;2008;7;Hydrobia ulvae
South;2008;7;Halicryptus spinulosus
South;2008;7;Scoloplos armiger
South;2008;7;Pygospio elegans
South;2008;7;Polydora quadrilobata
South;2008;7;Tubificoides benedeni
South;2008;7;Corophium bonelli
South;2008;8;Hydrobia ulvae
South;2008;8;Littorina littorea
South;2008;8;Scoloplos armiger
South;2008;8;Polydora quadrilobata
South;2008;8;Microspio sp.
South;2008;8;Clitellio arenarius
South;2008;8;Pygospio elegans
South;2008;9;Hydrobia ulvae
South;2008;9;Nemertini indet.
South;2008;9;Scoloplos armiger
South;2008;9;Pygospio elegans
South;2008;9;Polydora quadrilobata
South;2008;9;Littorina saxatilis
South;2008;10;Polydora quadrilobata
South;2008;10;Phyllodoce groenlandica
South;2008;10;Tubificoides benedeni
South;2008;10;Scoloplos armiger
South;2008;10;Pygospio elegans
South;2008;10;Microspio sp.
South;2008;10;Corophium bonelli
South;2008;10;Monoculoides sp.
South;2008;10;Hydrobia ulvae
South;2008;10;Arenicola marina
South;2009;1;Scoloplos armiger
South;2009;1;Phyllodoce groenlandica
