"Var1";"Var2";"Var3";"Freq"
"2776";"1995";"mg17";"middle";NA
"2777";"1996";"mg17";"middle";NA
"2778";"1997";"mg17";"middle";NA
"2779";"1998";"mg17";"middle";NA
"2780";"1999";"mg17";"middle";NA
"2781";"2000";"mg17";"middle";NA
"2782";"2001";"mg17";"middle";NA
"2783";"2002";"mg17";"middle";NA
"2784";"2003";"mg17";"middle";NA
"2785";"2004";"mg17";"middle";NA
"2786";"2005";"mg17";"middle";NA
"2787";"2006";"mg17";"middle";NA
"2788";"2007";"mg17";"middle";NA
"2789";"2008";"mg17";"middle";NA
"2790";"2009";"mg17";"middle";NA
"2791";"2010";"mg17";"middle";NA
"2792";"2011";"mg17";"middle";NA
"2793";"2012";"mg17";"middle";NA
"2794";"1992";"mg2";"middle";NA
"2795";"1993";"mg2";"middle";NA
"2796";"1994";"mg2";"middle";1360
"2797";"1995";"mg2";"middle";710
"2798";"1996";"mg2";"middle";1440
"2799";"1997";"mg2";"middle";580
"2800";"1998";"mg2";"middle";2400
"2801";"1999";"mg2";"middle";8030
"2802";"2000";"mg2";"middle";4800
"2803";"2001";"mg2";"middle";3530
"2804";"2002";"mg2";"middle";2200
"2805";"2003";"mg2";"middle";2110
"2806";"2004";"mg2";"middle";NA
"2807";"2005";"mg2";"middle";2290
"2808";"2006";"mg2";"middle";NA
"2809";"2007";"mg2";"middle";NA
"2810";"2008";"mg2";"middle";NA
"2811";"2009";"mg2";"middle";1280
"2812";"2010";"mg2";"middle";690
"2813";"2011";"mg2";"middle";NA
"2814";"2012";"mg2";"middle";1790
"2815";"1992";"mg2-1";"middle";NA
"2816";"1993";"mg2-1";"middle";NA
"2817";"1994";"mg2-1";"middle";NA
"2818";"1995";"mg2-1";"middle";NA
"2819";"1996";"mg2-1";"middle";NA
"2820";"1997";"mg2-1";"middle";NA
"2821";"1998";"mg2-1";"middle";NA
"2822";"1999";"mg2-1";"middle";NA
"2823";"2000";"mg2-1";"middle";NA
"2824";"2001";"mg2-1";"middle";NA
"2825";"2002";"mg2-1";"middle";NA
"2826";"2003";"mg2-1";"middle";NA
"2827";"2004";"mg2-1";"middle";1740
"2828";"2005";"mg2-1";"middle";NA
"2829";"2006";"mg2-1";"middle";2550
"2830";"2007";"mg2-1";"middle";NA
"2831";"2008";"mg2-1";"middle";NA
"2832";"2009";"mg2-1";"middle";NA
"2833";"2010";"mg2-1";"middle";NA
"2834";"2011";"mg2-1";"middle";NA
"2835";"2012";"mg2-1";"middle";NA
"2836";"1992";"Mg2-1";"middle";NA
"2837";"1993";"Mg2-1";"middle";NA
"2838";"1994";"Mg2-1";"middle";NA
"2839";"1995";"Mg2-1";"middle";NA
"2840";"1996";"Mg2-1";"middle";NA
"2841";"1997";"Mg2-1";"middle";NA
"2842";"1998";"Mg2-1";"middle";NA
"2843";"1999";"Mg2-1";"middle";NA
"2844";"2000";"Mg2-1";"middle";NA
"2845";"2001";"Mg2-1";"middle";NA
"2846";"2002";"Mg2-1";"middle";NA
"2847";"2003";"Mg2-1";"middle";NA
"2848";"2004";"Mg2-1";"middle";NA
"2849";"2005";"Mg2-1";"middle";NA
"2850";"2006";"Mg2-1";"middle";NA
"2851";"2007";"Mg2-1";"middle";NA
"2852";"2008";"Mg2-1";"middle";2490
"2853";"2009";"Mg2-1";"middle";NA
"2854";"2010";"Mg2-1";"middle";NA
"2855";"2011";"Mg2-1";"middle";1590
"2856";"2012";"Mg2-1";"middle";NA
"2857";"1992";"mg2-2";"middle";NA
"2858";"1993";"mg2-2";"middle";NA
"2859";"1994";"mg2-2";"middle";NA
"2860";"1995";"mg2-2";"middle";NA
"2861";"1996";"mg2-2";"middle";NA
"2862";"1997";"mg2-2";"middle";NA
"2863";"1998";"mg2-2";"middle";NA
"2864";"1999";"mg2-2";"middle";NA
"2865";"2000";"mg2-2";"middle";NA
"2866";"2001";"mg2-2";"middle";NA
"2867";"2002";"mg2-2";"middle";NA
"2868";"2003";"mg2-2";"middle";NA
"2869";"2004";"mg2-2";"middle";2040
"2870";"2005";"mg2-2";"middle";NA
"2871";"2006";"mg2-2";"middle";1380
"2872";"2007";"mg2-2";"middle";NA
"2873";"2008";"mg2-2";"middle";NA
"2874";"2009";"mg2-2";"middle";NA
"2875";"2010";"mg2-2";"middle";NA
"2876";"2011";"mg2-2";"middle";NA
"2877";"2012";"mg2-2";"middle";NA
"2878";"1992";"Mg2-2";"middle";NA
"2879";"1993";"Mg2-2";"middle";NA
"2880";"1994";"Mg2-2";"middle";NA
"2881";"1995";"Mg2-2";"middle";NA
"2882";"1996";"Mg2-2";"middle";NA
"2883";"1997";"Mg2-2";"middle";NA
"2884";"1998";"Mg2-2";"middle";NA
"2885";"1999";"Mg2-2";"middle";NA
"2886";"2000";"Mg2-2";"middle";NA
"2887";"2001";"Mg2-2";"middle";NA
"2888";"2002";"Mg2-2";"middle";NA
"2889";"2003";"Mg2-2";"middle";NA
"2890";"2004";"Mg2-2";"middle";NA
"2891";"2005";"Mg2-2";"middle";NA
"2892";"2006";"Mg2-2";"middle";NA
"2893";"2007";"Mg2-2";"middle";NA
"2894";"2008";"Mg2-2";"middle";2850
"2895";"2009";"Mg2-2";"middle";NA
"2896";"2010";"Mg2-2";"middle";NA
"2897";"2011";"Mg2-2";"middle";840
"2898";"2012";"Mg2-2";"middle";NA
"2899";"1992";"mg2-3";"middle";NA
"2900";"1993";"mg2-3";"middle";NA
"2901";"1994";"mg2-3";"middle";NA
"2902";"1995";"mg2-3";"middle";NA
"2903";"1996";"mg2-3";"middle";NA
"2904";"1997";"mg2-3";"middle";NA
"2905";"1998";"mg2-3";"middle";NA
"2906";"1999";"mg2-3";"middle";NA
"2907";"2000";"mg2-3";"middle";NA
"2908";"2001";"mg2-3";"middle";NA
"2909";"2002";"mg2-3";"middle";NA
"2910";"2003";"mg2-3";"middle";NA
"2911";"2004";"mg2-3";"middle";1320
"2912";"2005";"mg2-3";"middle";NA
"2913";"2006";"mg2-3";"middle";1800
"2914";"2007";"mg2-3";"middle";NA
"2915";"2008";"mg2-3";"middle";NA
"2916";"2009";"mg2-3";"middle";NA
"2917";"2010";"mg2-3";"middle";NA
"2918";"2011";"mg2-3";"middle";NA
"2919";"2012";"mg2-3";"middle";NA
"2920";"1992";"Mg2-3";"middle";NA
"2921";"1993";"Mg2-3";"middle";NA
"2922";"1994";"Mg2-3";"middle";NA
"2923";"1995";"Mg2-3";"middle";NA
"2924";"1996";"Mg2-3";"middle";NA
"2925";"1997";"Mg2-3";"middle";NA
"2926";"1998";"Mg2-3";"middle";NA
"2927";"1999";"Mg2-3";"middle";NA
"2928";"2000";"Mg2-3";"middle";NA
"2929";"2001";"Mg2-3";"middle";NA
"2930";"2002";"Mg2-3";"middle";NA
"2931";"2003";"Mg2-3";"middle";NA
"2932";"2004";"Mg2-3";"middle";NA
"2933";"2005";"Mg2-3";"middle";NA
"2934";"2006";"Mg2-3";"middle";NA
"2935";"2007";"Mg2-3";"middle";NA
"2936";"2008";"Mg2-3";"middle";2880
"2937";"2009";"Mg2-3";"middle";NA
"2938";"2010";"Mg2-3";"middle";NA
"2939";"2011";"Mg2-3";"middle";1200
"2940";"2012";"Mg2-3";"middle";NA
"2941";"1992";"mg3";"middle";NA
"2942";"1993";"mg3";"middle";NA
"2943";"1994";"mg3";"middle";NA
"2944";"1995";"mg3";"middle";NA
"2945";"1996";"mg3";"middle";NA
"2946";"1997";"mg3";"middle";NA
"2947";"1998";"mg3";"middle";NA
"2948";"1999";"mg3";"middle";NA
"2949";"2000";"mg3";"middle";NA
"2950";"2001";"mg3";"middle";NA
"2951";"2002";"mg3";"middle";NA
"2952";"2003";"mg3";"middle";NA
"2953";"2004";"mg3";"middle";NA
"2954";"2005";"mg3";"middle";NA
"2955";"2006";"mg3";"middle";NA
"2956";"2007";"mg3";"middle";NA
"2957";"2008";"mg3";"middle";NA
"2958";"2009";"mg3";"middle";NA
"2959";"2010";"mg3";"middle";NA
"2960";"2011";"mg3";"middle";NA
"2961";"2012";"mg3";"middle";NA
"2962";"1992";"mg3-1";"middle";NA
"2963";"1993";"mg3-1";"middle";NA
"2964";"1994";"mg3-1";"middle";NA
"2965";"1995";"mg3-1";"middle";NA
"2966";"1996";"mg3-1";"middle";NA
"2967";"1997";"mg3-1";"middle";NA
"2968";"1998";"mg3-1";"middle";NA
"2969";"1999";"mg3-1";"middle";NA
"2970";"2000";"mg3-1";"middle";NA
"2971";"2001";"mg3-1";"middle";NA
"2972";"2002";"mg3-1";"middle";NA
"2973";"2003";"mg3-1";"middle";NA
"2974";"2004";"mg3-1";"middle";NA
"2975";"2005";"mg3-1";"middle";NA
"2976";"2006";"mg3-1";"middle";NA
"2977";"2007";"mg3-1";"middle";NA
"2978";"2008";"mg3-1";"middle";NA
"2979";"2009";"mg3-1";"middle";NA
"2980";"2010";"mg3-1";"middle";NA
"2981";"2011";"mg3-1";"middle";NA
"2982";"2012";"mg3-1";"middle";NA
"2983";"1992";"Mg3-1";"middle";NA
"2984";"1993";"Mg3-1";"middle";NA
"2985";"1994";"Mg3-1";"middle";NA
"2986";"1995";"Mg3-1";"middle";NA
"2987";"1996";"Mg3-1";"middle";NA
"2988";"1997";"Mg3-1";"middle";NA
"2989";"1998";"Mg3-1";"middle";NA
"2990";"1999";"Mg3-1";"middle";NA
"2991";"2000";"Mg3-1";"middle";NA
"2992";"2001";"Mg3-1";"middle";NA
"2993";"2002";"Mg3-1";"middle";NA
"2994";"2003";"Mg3-1";"middle";NA
"2995";"2004";"Mg3-1";"middle";NA
"2996";"2005";"Mg3-1";"middle";NA
"2997";"2006";"Mg3-1";"middle";NA
"2998";"2007";"Mg3-1";"middle";NA
"2999";"2008";"Mg3-1";"middle";NA
"3000";"2009";"Mg3-1";"middle";NA
"3001";"2010";"Mg3-1";"middle";NA
"3002";"2011";"Mg3-1";"middle";NA
"3003";"2012";"Mg3-1";"middle";NA
"3004";"1992";"mg3-2";"middle";NA
"3005";"1993";"mg3-2";"middle";NA
"3006";"1994";"mg3-2";"middle";NA
"3007";"1995";"mg3-2";"middle";NA
"3008";"1996";"mg3-2";"middle";NA
"3009";"1997";"mg3-2";"middle";NA
"3010";"1998";"mg3-2";"middle";NA
"3011";"1999";"mg3-2";"middle";NA
"3012";"2000";"mg3-2";"middle";NA
"3013";"2001";"mg3-2";"middle";NA
"3014";"2002";"mg3-2";"middle";NA
"3015";"2003";"mg3-2";"middle";NA
"3016";"2004";"mg3-2";"middle";NA
"3017";"2005";"mg3-2";"middle";NA
"3018";"2006";"mg3-2";"middle";NA
"3019";"2007";"mg3-2";"middle";NA
"3020";"2008";"mg3-2";"middle";NA
"3021";"2009";"mg3-2";"middle";NA
"3022";"2010";"mg3-2";"middle";NA
"3023";"2011";"mg3-2";"middle";NA
"3024";"2012";"mg3-2";"middle";NA
"3025";"1992";"Mg3-2";"middle";NA
"3026";"1993";"Mg3-2";"middle";NA
"3027";"1994";"Mg3-2";"middle";NA
"3028";"1995";"Mg3-2";"middle";NA
"3029";"1996";"Mg3-2";"middle";NA
"3030";"1997";"Mg3-2";"middle";NA
"3031";"1998";"Mg3-2";"middle";NA
"3032";"1999";"Mg3-2";"middle";NA
"3033";"2000";"Mg3-2";"middle";NA
"3034";"2001";"Mg3-2";"middle";NA
"3035";"2002";"Mg3-2";"middle";NA
"3036";"2003";"Mg3-2";"middle";NA
"3037";"2004";"Mg3-2";"middle";NA
"3038";"2005";"Mg3-2";"middle";NA
"3039";"2006";"Mg3-2";"middle";NA
"3040";"2007";"Mg3-2";"middle";NA
"3041";"2008";"Mg3-2";"middle";NA
"3042";"2009";"Mg3-2";"middle";NA
"3043";"2010";"Mg3-2";"middle";NA
"3044";"2011";"Mg3-2";"middle";NA
"3045";"2012";"Mg3-2";"middle";NA
"3046";"1992";"mg3-3";"middle";NA
"3047";"1993";"mg3-3";"middle";NA
"3048";"1994";"mg3-3";"middle";NA
"3049";"1995";"mg3-3";"middle";NA
"3050";"1996";"mg3-3";"middle";NA
"3051";"1997";"mg3-3";"middle";NA
"3052";"1998";"mg3-3";"middle";NA
"3053";"1999";"mg3-3";"middle";NA
"3054";"2000";"mg3-3";"middle";NA
"3055";"2001";"mg3-3";"middle";NA
"3056";"2002";"mg3-3";"middle";NA
"3057";"2003";"mg3-3";"middle";NA
"3058";"2004";"mg3-3";"middle";NA
"3059";"2005";"mg3-3";"middle";NA
"3060";"2006";"mg3-3";"middle";NA
"3061";"2007";"mg3-3";"middle";NA
"3062";"2008";"mg3-3";"middle";NA
"3063";"2009";"mg3-3";"middle";NA
"3064";"2010";"mg3-3";"middle";NA
"3065";"2011";"mg3-3";"middle";NA
"3066";"2012";"mg3-3";"middle";NA
"3067";"1992";"Mg3-3";"middle";NA
"3068";"1993";"Mg3-3";"middle";NA
"3069";"1994";"Mg3-3";"middle";NA
"3070";"1995";"Mg3-3";"middle";NA
"3071";"1996";"Mg3-3";"middle";NA
"3072";"1997";"Mg3-3";"middle";NA
"3073";"1998";"Mg3-3";"middle";NA
"3074";"1999";"Mg3-3";"middle";NA
"3075";"2000";"Mg3-3";"middle";NA
"3076";"2001";"Mg3-3";"middle";NA
"3077";"2002";"Mg3-3";"middle";NA
"3078";"2003";"Mg3-3";"middle";NA
"3079";"2004";"Mg3-3";"middle";NA
"3080";"2005";"Mg3-3";"middle";NA
"3081";"2006";"Mg3-3";"middle";NA
"3082";"2007";"Mg3-3";"middle";NA
"3083";"2008";"Mg3-3";"middle";NA
"3084";"2009";"Mg3-3";"middle";NA
"3085";"2010";"Mg3-3";"middle";NA
"3086";"2011";"Mg3-3";"middle";NA
"3087";"2012";"Mg3-3";"middle";NA
"3088";"1992";"mg4";"middle";NA
"3089";"1993";"mg4";"middle";460
"3090";"1994";"mg4";"middle";NA
"3091";"1995";"mg4";"middle";NA
"3092";"1996";"mg4";"middle";NA
"3093";"1997";"mg4";"middle";NA
"3094";"1998";"mg4";"middle";NA
"3095";"1999";"mg4";"middle";NA
"3096";"2000";"mg4";"middle";NA
"3097";"2001";"mg4";"middle";NA
"3098";"2002";"mg4";"middle";NA
"3099";"2003";"mg4";"middle";NA
"3100";"2004";"mg4";"middle";NA
"3101";"2005";"mg4";"middle";NA
"3102";"2006";"mg4";"middle";NA
"3103";"2007";"mg4";"middle";NA
"3104";"2008";"mg4";"middle";NA
"3105";"2009";"mg4";"middle";NA
"3106";"2010";"mg4";"middle";NA
"3107";"2011";"mg4";"middle";NA
"3108";"2012";"mg4";"middle";NA
"3109";"1992";"mg4-1";"middle";NA
"3110";"1993";"mg4-1";"middle";NA
"3111";"1994";"mg4-1";"middle";NA
"3112";"1995";"mg4-1";"middle";NA
"3113";"1996";"mg4-1";"middle";NA
"3114";"1997";"mg4-1";"middle";NA
"3115";"1998";"mg4-1";"middle";NA
"3116";"1999";"mg4-1";"middle";NA
"3117";"2000";"mg4-1";"middle";NA
"3118";"2001";"mg4-1";"middle";NA
"3119";"2002";"mg4-1";"middle";NA
"3120";"2003";"mg4-1";"middle";NA
"3121";"2004";"mg4-1";"middle";NA
"3122";"2005";"mg4-1";"middle";NA
"3123";"2006";"mg4-1";"middle";NA
"3124";"2007";"mg4-1";"middle";NA
"3125";"2008";"mg4-1";"middle";NA
"3126";"2009";"mg4-1";"middle";NA
"3127";"2010";"mg4-1";"middle";NA
"3128";"2011";"mg4-1";"middle";NA
"3129";"2012";"mg4-1";"middle";NA
"3130";"1992";"Mg4-1";"middle";NA
"3131";"1993";"Mg4-1";"middle";NA
"3132";"1994";"Mg4-1";"middle";NA
"3133";"1995";"Mg4-1";"middle";NA
"3134";"1996";"Mg4-1";"middle";NA
"3135";"1997";"Mg4-1";"middle";NA
"3136";"1998";"Mg4-1";"middle";NA
"3137";"1999";"Mg4-1";"middle";NA
"3138";"2000";"Mg4-1";"middle";NA
"3139";"2001";"Mg4-1";"middle";NA
"3140";"2002";"Mg4-1";"middle";NA
"3141";"2003";"Mg4-1";"middle";NA
"3142";"2004";"Mg4-1";"middle";NA
"3143";"2005";"Mg4-1";"middle";NA
"3144";"2006";"Mg4-1";"middle";NA
"3145";"2007";"Mg4-1";"middle";NA
"3146";"2008";"Mg4-1";"middle";NA
"3147";"2009";"Mg4-1";"middle";NA
"3148";"2010";"Mg4-1";"middle";NA
"3149";"2011";"Mg4-1";"middle";NA
"3150";"2012";"Mg4-1";"middle";NA
"3151";"1992";"mg4-2";"middle";NA
"3152";"1993";"mg4-2";"middle";NA
"3153";"1994";"mg4-2";"middle";NA
"3154";"1995";"mg4-2";"middle";NA
"3155";"1996";"mg4-2";"middle";NA
"3156";"1997";"mg4-2";"middle";NA
"3157";"1998";"mg4-2";"middle";NA
"3158";"1999";"mg4-2";"middle";NA
"3159";"2000";"mg4-2";"middle";NA
"3160";"2001";"mg4-2";"middle";NA
"3161";"2002";"mg4-2";"middle";NA
"3162";"2003";"mg4-2";"middle";NA
"3163";"2004";"mg4-2";"middle";NA
"3164";"2005";"mg4-2";"middle";NA
"3165";"2006";"mg4-2";"middle";NA
"3166";"2007";"mg4-2";"middle";NA
"3167";"2008";"mg4-2";"middle";NA
"3168";"2009";"mg4-2";"middle";NA
"3169";"2010";"mg4-2";"middle";NA
"3170";"2011";"mg4-2";"middle";NA
"3171";"2012";"mg4-2";"middle";NA
"3172";"1992";"Mg4-2";"middle";NA
"3173";"1993";"Mg4-2";"middle";NA
"3174";"1994";"Mg4-2";"middle";NA
"3175";"1995";"Mg4-2";"middle";NA
"3176";"1996";"Mg4-2";"middle";NA
"3177";"1997";"Mg4-2";"middle";NA
"3178";"1998";"Mg4-2";"middle";NA
"3179";"1999";"Mg4-2";"middle";NA
"3180";"2000";"Mg4-2";"middle";NA
"3181";"2001";"Mg4-2";"middle";NA
"3182";"2002";"Mg4-2";"middle";NA
"3183";"2003";"Mg4-2";"middle";NA
"3184";"2004";"Mg4-2";"middle";NA
"3185";"2005";"Mg4-2";"middle";NA
"3186";"2006";"Mg4-2";"middle";NA
"3187";"2007";"Mg4-2";"middle";NA
"3188";"2008";"Mg4-2";"middle";NA
"3189";"2009";"Mg4-2";"middle";NA
"3190";"2010";"Mg4-2";"middle";NA
"3191";"2011";"Mg4-2";"middle";NA
"3192";"2012";"Mg4-2";"middle";NA
"3193";"1992";"mg4-3";"middle";NA
"3194";"1993";"mg4-3";"middle";NA
"3195";"1994";"mg4-3";"middle";NA
"3196";"1995";"mg4-3";"middle";NA
"3197";"1996";"mg4-3";"middle";NA
"3198";"1997";"mg4-3";"middle";NA
"3199";"1998";"mg4-3";"middle";NA
"3200";"1999";"mg4-3";"middle";NA
"3201";"2000";"mg4-3";"middle";NA
"3202";"2001";"mg4-3";"middle";NA
"3203";"2002";"mg4-3";"middle";NA
"3204";"2003";"mg4-3";"middle";NA
"3205";"2004";"mg4-3";"middle";NA
"3206";"2005";"mg4-3";"middle";NA
"3207";"2006";"mg4-3";"middle";NA
"3208";"2007";"mg4-3";"middle";NA
"3209";"2008";"mg4-3";"middle";NA
"3210";"2009";"mg4-3";"middle";NA
"3211";"2010";"mg4-3";"middle";NA
"3212";"2011";"mg4-3";"middle";NA
"3213";"2012";"mg4-3";"middle";NA
"3214";"1992";"Mg4-3";"middle";NA
"3215";"1993";"Mg4-3";"middle";NA
"3216";"1994";"Mg4-3";"middle";NA
"3217";"1995";"Mg4-3";"middle";NA
"3218";"1996";"Mg4-3";"middle";NA
"3219";"1997";"Mg4-3";"middle";NA
"3220";"1998";"Mg4-3";"middle";NA
"3221";"1999";"Mg4-3";"middle";NA
"3222";"2000";"Mg4-3";"middle";NA
"3223";"2001";"Mg4-3";"middle";NA
"3224";"2002";"Mg4-3";"middle";NA
"3225";"2003";"Mg4-3";"middle";NA
"3226";"2004";"Mg4-3";"middle";NA
"3227";"2005";"Mg4-3";"middle";NA
"3228";"2006";"Mg4-3";"middle";NA
"3229";"2007";"Mg4-3";"middle";NA
"3230";"2008";"Mg4-3";"middle";NA
"3231";"2009";"Mg4-3";"middle";NA
"3232";"2010";"Mg4-3";"middle";NA
"3233";"2011";"Mg4-3";"middle";NA
"3234";"2012";"Mg4-3";"middle";NA
"3235";"1992";"mg5";"middle";NA
"3236";"1993";"mg5";"middle";500
"3237";"1994";"mg5";"middle";NA
"3238";"1995";"mg5";"middle";NA
"3239";"1996";"mg5";"middle";NA
"3240";"1997";"mg5";"middle";NA
"3241";"1998";"mg5";"middle";NA
"3242";"1999";"mg5";"middle";NA
"3243";"2000";"mg5";"middle";NA
"3244";"2001";"mg5";"middle";NA
"3245";"2002";"mg5";"middle";NA
"3246";"2003";"mg5";"middle";NA
"3247";"2004";"mg5";"middle";NA
"3248";"2005";"mg5";"middle";NA
"3249";"2006";"mg5";"middle";NA
"3250";"2007";"mg5";"middle";NA
"3251";"2008";"mg5";"middle";NA
"3252";"2009";"mg5";"middle";NA
"3253";"2010";"mg5";"middle";NA
"3254";"2011";"mg5";"middle";NA
"3255";"2012";"mg5";"middle";NA
"3256";"1992";"mg6";"middle";NA
"3257";"1993";"mg6";"middle";480
"3258";"1994";"mg6";"middle";NA
"3259";"1995";"mg6";"middle";NA
"3260";"1996";"mg6";"middle";NA
"3261";"1997";"mg6";"middle";NA
"3262";"1998";"mg6";"middle";NA
"3263";"1999";"mg6";"middle";NA
"3264";"2000";"mg6";"middle";NA
"3265";"2001";"mg6";"middle";NA
"3266";"2002";"mg6";"middle";NA
"3267";"2003";"mg6";"middle";NA
"3268";"2004";"mg6";"middle";NA
"3269";"2005";"mg6";"middle";NA
"3270";"2006";"mg6";"middle";NA
"3271";"2007";"mg6";"middle";NA
"3272";"2008";"mg6";"middle";NA
"3273";"2009";"mg6";"middle";NA
"3274";"2010";"mg6";"middle";NA
"3275";"2011";"mg6";"middle";NA
"3276";"2012";"mg6";"middle";NA
"3277";"1992";"mg7";"middle";110
"3278";"1993";"mg7";"middle";NA
"3279";"1994";"mg7";"middle";NA
"3280";"1995";"mg7";"middle";NA
"3281";"1996";"mg7";"middle";NA
"3282";"1997";"mg7";"middle";NA
"3283";"1998";"mg7";"middle";NA
"3284";"1999";"mg7";"middle";NA
"3285";"2000";"mg7";"middle";NA
"3286";"2001";"mg7";"middle";NA
"3287";"2002";"mg7";"middle";NA
"3288";"2003";"mg7";"middle";NA
"3289";"2004";"mg7";"middle";NA
"3290";"2005";"mg7";"middle";NA
"3291";"2006";"mg7";"middle";NA
"3292";"2007";"mg7";"middle";NA
"3293";"2008";"mg7";"middle";NA
"3294";"2009";"mg7";"middle";NA
"3295";"2010";"mg7";"middle";NA
"3296";"2011";"mg7";"middle";NA
"3297";"2012";"mg7";"middle";NA
"3298";"1992";"mg8";"middle";100
"3299";"1993";"mg8";"middle";NA
"3300";"1994";"mg8";"middle";NA
"3301";"1995";"mg8";"middle";NA
"3302";"1996";"mg8";"middle";NA
"3303";"1997";"mg8";"middle";NA
"3304";"1998";"mg8";"middle";NA
"3305";"1999";"mg8";"middle";NA
"3306";"2000";"mg8";"middle";NA
"3307";"2001";"mg8";"middle";NA
"3308";"2002";"mg8";"middle";NA
"3309";"2003";"mg8";"middle";NA
"3310";"2004";"mg8";"middle";NA
"3311";"2005";"mg8";"middle";NA
"3312";"2006";"mg8";"middle";NA
"3313";"2007";"mg8";"middle";NA
"3314";"2008";"mg8";"middle";NA
"3315";"2009";"mg8";"middle";NA
"3316";"2010";"mg8";"middle";NA
"3317";"2011";"mg8";"middle";NA
"3318";"2012";"mg8";"middle";NA
"3319";"1992";"mg9";"middle";140
"3320";"1993";"mg9";"middle";NA
"3321";"1994";"mg9";"middle";NA
"3322";"1995";"mg9";"middle";NA
"3323";"1996";"mg9";"middle";NA
"3324";"1997";"mg9";"middle";NA
"3325";"1998";"mg9";"middle";NA
"3326";"1999";"mg9";"middle";NA
"3327";"2000";"mg9";"middle";NA
"3328";"2001";"mg9";"middle";NA
"3329";"2002";"mg9";"middle";NA
"3330";"2003";"mg9";"middle";NA
"3331";"2004";"mg9";"middle";NA
"3332";"2005";"mg9";"middle";NA
"3333";"2006";"mg9";"middle";NA
"3334";"2007";"mg9";"middle";NA
"3335";"2008";"mg9";"middle";NA
"3336";"2009";"mg9";"middle";NA
"3337";"2010";"mg9";"middle";NA
"3338";"2011";"mg9";"middle";NA
"3339";"2012";"mg9";"middle";NA
"3340";"1992";"1mg1";"midlow";NA
"3341";"1993";"1mg1";"midlow";NA
"3342";"1994";"1mg1";"midlow";NA
"3343";"1995";"1mg1";"midlow";NA
"3344";"1996";"1mg1";"midlow";NA
"3345";"1997";"1mg1";"midlow";NA
"3346";"1998";"1mg1";"midlow";NA
"3347";"1999";"1mg1";"midlow";NA
"3348";"2000";"1mg1";"midlow";NA
"3349";"2001";"1mg1";"midlow";NA
"3350";"2002";"1mg1";"midlow";NA
"3351";"2003";"1mg1";"midlow";NA
"3352";"2004";"1mg1";"midlow";NA
"3353";"2005";"1mg1";"midlow";NA
"3354";"2006";"1mg1";"midlow";NA
"3355";"2007";"1mg1";"midlow";NA
"3356";"2008";"1mg1";"midlow";NA
"3357";"2009";"1mg1";"midlow";NA
"3358";"2010";"1mg1";"midlow";NA
"3359";"2011";"1mg1";"midlow";NA
"3360";"2012";"1mg1";"midlow";NA
"3361";"1992";"1mg2";"midlow";NA
"3362";"1993";"1mg2";"midlow";NA
"3363";"1994";"1mg2";"midlow";NA
"3364";"1995";"1mg2";"midlow";NA
"3365";"1996";"1mg2";"midlow";NA
"3366";"1997";"1mg2";"midlow";NA
"3367";"1998";"1mg2";"midlow";NA
"3368";"1999";"1mg2";"midlow";NA
"3369";"2000";"1mg2";"midlow";NA
"3370";"2001";"1mg2";"midlow";NA
"3371";"2002";"1mg2";"midlow";NA
"3372";"2003";"1mg2";"midlow";NA
"3373";"2004";"1mg2";"midlow";NA
"3374";"2005";"1mg2";"midlow";NA
"3375";"2006";"1mg2";"midlow";NA
"3376";"2007";"1mg2";"midlow";NA
"3377";"2008";"1mg2";"midlow";NA
"3378";"2009";"1mg2";"midlow";NA
"3379";"2010";"1mg2";"midlow";NA
"3380";"2011";"1mg2";"midlow";NA
"3381";"2012";"1mg2";"midlow";NA
"3382";"1992";"1mg3";"midlow";NA
"3383";"1993";"1mg3";"midlow";NA
"3384";"1994";"1mg3";"midlow";NA
"3385";"1995";"1mg3";"midlow";NA
"3386";"1996";"1mg3";"midlow";NA
"3387";"1997";"1mg3";"midlow";NA
"3388";"1998";"1mg3";"midlow";NA
"3389";"1999";"1mg3";"midlow";NA
"3390";"2000";"1mg3";"midlow";NA
"3391";"2001";"1mg3";"midlow";NA
"3392";"2002";"1mg3";"midlow";NA
"3393";"2003";"1mg3";"midlow";NA
"3394";"2004";"1mg3";"midlow";NA
"3395";"2005";"1mg3";"midlow";NA
"3396";"2006";"1mg3";"midlow";NA
"3397";"2007";"1mg3";"midlow";150
"3398";"2008";"1mg3";"midlow";NA
"3399";"2009";"1mg3";"midlow";NA
"3400";"2010";"1mg3";"midlow";NA
"3401";"2011";"1mg3";"midlow";NA
"3402";"2012";"1mg3";"midlow";NA
"3403";"1992";"1mg4";"midlow";NA
"3404";"1993";"1mg4";"midlow";NA
"3405";"1994";"1mg4";"midlow";NA
"3406";"1995";"1mg4";"midlow";NA
"3407";"1996";"1mg4";"midlow";NA
"3408";"1997";"1mg4";"midlow";NA
"3409";"1998";"1mg4";"midlow";NA
"3410";"1999";"1mg4";"midlow";NA
"3411";"2000";"1mg4";"midlow";NA
"3412";"2001";"1mg4";"midlow";NA
"3413";"2002";"1mg4";"midlow";NA
"3414";"2003";"1mg4";"midlow";NA
"3415";"2004";"1mg4";"midlow";NA
"3416";"2005";"1mg4";"midlow";NA
"3417";"2006";"1mg4";"midlow";NA
"3418";"2007";"1mg4";"midlow";NA
"3419";"2008";"1mg4";"midlow";NA
